Ring Size,Rings,Total,Rings_smoothed,Total_smoothed
atoms,counts,counts,counts,counts
Ring Distribution,Rings,Total,Rings_smoothed,Total_smoothed
3.00000,0.00000,0.00000,0.00443,0.00443
4.00000,0.00000,0.00000,0.05401,0.05401
5.00000,0.00000,0.00000,0.24204,0.24204
6.00000,1.00000,1.00000,0.39905,0.39905
7.00000,0.00000,0.00000,0.24204,0.24204
8.00000,0.00000,0.00000,0.05401,0.05401
