r,Si-Si,Total,Si-Si_smoothed,Total_smoothed
Å,Å⁻¹,Å⁻¹,Å⁻¹,Å⁻¹
Radial Distribution Function,Si-Si,Total,Si-Si_smoothed,Total_smoothed
7.65000,0.00000,0.00000,44.26426,44.26426
7.67000,0.00000,0.00000,47.07387,47.07387
7.69000,600.00000,600.00000,48.17074,48.17074
7.71000,0.00000,0.00000,47.49921,47.49921
7.73000,0.00000,0.00000,45.25788,45.25788
7.75000,0.00000,0.00000,41.88834,41.88834
7.77000,0.00000,0.00000,38.02442,38.02442
7.79000,0.00000,0.00000,34.41255,34.41255
7.81000,0.00000,0.00000,31.81751,31.81751
7.83000,0.00000,0.00000,30.92637,30.92637
7.85000,0.00000,0.00000,32.25983,32.25983
7.87000,0.00000,0.00000,36.09647,36.09647
7.89000,0.00000,0.00000,42.41521,42.41521
7.91000,0.00000,0.00000,50.86364,50.86364
7.93000,0.00000,0.00000,60.76275,60.76275
7.95000,0.00000,0.00000,71.15878,71.15878
7.97000,0.00000,0.00000,80.92701,80.92701
7.99000,0.00000,0.00000,88.92022,88.92022
8.01000,0.00000,0.00000,94.14011,94.14011
8.03000,1200.00000,1200.00000,95.89786,95.89786
8.05000,0.00000,0.00000,93.92744,93.92744
8.07000,0.00000,0.00000,88.42341,88.42341
8.09000,0.00000,0.00000,79.99317,79.99317
8.11000,0.00000,0.00000,69.52876,69.52876
8.13000,0.00000,0.00000,58.07530,58.07530
8.15000,0.00000,0.00000,46.60652,46.60652
8.17000,0.00000,0.00000,35.93603,35.93603
8.19000,0.00000,0.00000,26.65419,26.65419
8.21000,0.00000,0.00000,19.01887,19.01887
8.23000,0.00000,0.00000,13.10521,13.10521
8.25000,0.00000,0.00000,8.80999,8.80999
8.27000,0.00000,0.00000,5.94711,5.94711
8.29000,0.00000,0.00000,4.32373,4.32373
8.31000,0.00000,0.00000,3.79957,3.79957
8.33000,0.00000,0.00000,4.32373,4.32373
8.35000,0.00000,0.00000,5.94711,5.94711
8.37000,0.00000,0.00000,8.80999,8.80999
8.39000,0.00000,0.00000,13.10521,13.10521
8.41000,0.00000,0.00000,19.01887,19.01887
8.43000,0.00000,0.00000,26.65419,26.65419
8.45000,0.00000,0.00000,35.93603,35.93603
8.47000,0.00000,0.00000,46.60652,46.60652
8.49000,0.00000,0.00000,58.07530,58.07530
8.51000,0.00000,0.00000,69.54482,69.54482
8.53000,0.00000,0.00000,80.01215,80.01215
8.55000,0.00000,0.00000,88.46181,88.46181
8.57000,0.00000,0.00000,94.00188,94.00188
8.59000,1200.00000,1200.00000,96.03609,96.03609
8.61000,0.00000,0.00000,94.38585,94.38585
8.63000,0.00000,0.00000,89.33827,89.33827
8.65000,0.00000,0.00000,81.60713,81.60713
8.67000,0.00000,0.00000,72.21621,72.21621
8.69000,0.00000,0.00000,62.33243,62.33243
8.71000,0.00000,0.00000,53.08570,53.08570
8.73000,0.00000,0.00000,45.41043,45.41043
8.75000,0.00000,0.00000,39.93310,39.93310
8.77000,0.00000,0.00000,36.91681,36.91681
8.79000,0.00000,0.00000,36.26161,36.26161
8.81000,0.00000,0.00000,37.55190,37.55190
8.83000,0.00000,0.00000,40.13928,40.13928
8.85000,0.00000,0.00000,43.24860,43.24860
8.87000,0.00000,0.00000,46.09397,46.09397
8.89000,0.00000,0.00000,47.99069,47.99069
8.91000,600.00000,600.00000,48.44720,48.44720
8.93000,0.00000,0.00000,47.22275,47.22275
8.95000,0.00000,0.00000,44.34105,44.34105
8.97000,0.00000,0.00000,40.05863,40.05863
8.99000,0.00000,0.00000,34.79650,34.79650
9.01000,0.00000,0.00000,29.04836,29.04836
9.03000,0.00000,0.00000,23.32662,23.32662
9.05000,0.00000,0.00000,18.01697,18.01697
9.07000,0.00000,0.00000,13.40962,13.40962
9.09000,0.00000,0.00000,9.66513,9.66513
9.11000,0.00000,0.00000,6.83374,6.83374
9.13000,0.00000,0.00000,4.89038,4.89038
9.15000,0.00000,0.00000,3.77413,3.77413
9.17000,0.00000,0.00000,3.42166,3.42166
9.19000,0.00000,0.00000,3.78797,3.78797
9.21000,0.00000,0.00000,4.85129,4.85129
9.23000,0.00000,0.00000,6.60237,6.60237
9.25000,0.00000,0.00000,9.02189,9.02189
9.27000,0.00000,0.00000,12.05211,12.05211
9.29000,0.00000,0.00000,15.60266,15.60266
9.31000,0.00000,0.00000,19.44456,19.44456
9.33000,0.00000,0.00000,23.32312,23.32312
9.35000,0.00000,0.00000,26.95478,26.95478
9.37000,0.00000,0.00000,30.03500,30.03500
9.39000,0.00000,0.00000,32.34836,32.34836
9.41000,400.00000,400.00000,33.81645,33.81645
9.43000,0.00000,0.00000,34.54471,34.54471
9.45000,0.00000,0.00000,34.83770,34.83770
9.47000,0.00000,0.00000,35.17328,35.17328
9.49000,0.00000,0.00000,36.13461,36.13461
9.51000,0.00000,0.00000,38.30723,38.30723
9.53000,0.00000,0.00000,42.15758,42.15758
9.55000,0.00000,0.00000,47.91471,47.91471
9.57000,0.00000,0.00000,55.48055,55.48055
9.59000,0.00000,0.00000,64.39157,64.39157
9.61000,0.00000,0.00000,73.84821,73.84821
9.63000,0.00000,0.00000,82.81519,82.81519
9.65000,0.00000,0.00000,90.18001,90.18001
9.67000,0.00000,0.00000,94.94069,94.94069
9.69000,1200.00000,1200.00000,96.38325,96.38325
9.71000,0.00000,0.00000,94.20857,94.20857
9.73000,0.00000,0.00000,88.57911,88.57911
9.75000,0.00000,0.00000,80.13994,80.13994
9.77000,0.00000,0.00000,69.71786,69.71786
9.79000,0.00000,0.00000,58.39238,58.39238
9.81000,0.00000,0.00000,47.20872,47.20872
9.83000,0.00000,0.00000,37.08044,37.08044
9.85000,0.00000,0.00000,28.74944,28.74944
9.87000,0.00000,0.00000,22.74837,22.74837
9.89000,0.00000,0.00000,19.47844,19.47844
9.91000,0.00000,0.00000,19.26405,19.26405
9.93000,0.00000,0.00000,22.40339,22.40339
9.95000,0.00000,0.00000,29.17675,29.17675
9.97000,0.00000,0.00000,39.79738,39.79738
9.99000,0.00000,0.00000,54.30782,54.30782
10.01000,0.00000,0.00000,72.44427,72.44427
10.03000,0.00000,0.00000,93.55697,93.55697
10.05000,0.00000,0.00000,116.40257,116.40257
10.07000,0.00000,0.00000,139.34789,139.34789
10.09000,0.00000,0.00000,160.42996,160.42996
10.11000,0.00000,0.00000,177.63506,177.63506
10.13000,0.00000,0.00000,189.30355,189.30355
10.15000,2400.00000,2400.00000,194.34965,194.34965
10.17000,0.00000,0.00000,192.59809,192.59809
10.19000,0.00000,0.00000,184.83911,184.83911
10.21000,0.00000,0.00000,172.72559,172.72559
10.23000,0.00000,0.00000,158.49505,158.49505
10.25000,0.00000,0.00000,144.57380,144.57380
10.27000,0.00000,0.00000,133.14615,133.14615
10.29000,0.00000,0.00000,125.77612,125.77612
10.31000,0.00000,0.00000,123.15392,123.15392
10.33000,0.00000,0.00000,125.01055,125.01055
10.35000,0.00000,0.00000,130.20985,130.20985
10.37000,0.00000,0.00000,136.99416,136.99416
10.39000,0.00000,0.00000,143.33237,143.33237
10.41000,0.00000,0.00000,147.30110,147.30110
10.43000,1800.00000,1800.00000,147.42455,147.42455
10.45000,0.00000,0.00000,142.90839,142.90839
10.47000,0.00000,0.00000,133.73501,133.73501
10.49000,0.00000,0.00000,120.57468,120.57468
