r,Si-Si,Total,Si-Si_smoothed,Total_smoothed
Å,Å⁻¹,Å⁻¹,Å⁻¹,Å⁻¹
Reduced Pair Distribution Function,Si-Si,Total,Si-Si_smoothed,Total_smoothed
15.53000,183.42676,183.42676,6.66640,6.66640
15.55000,-9.76029,-9.76029,6.20465,6.20465
15.57000,-9.77285,-9.77285,5.28923,5.28923
15.59000,-9.78540,-9.78540,4.04527,4.04527
15.61000,-9.79795,-9.79795,2.64827,2.64827
15.63000,-9.81051,-9.81051,1.28819,1.28819
15.65000,-9.82306,-9.82306,0.14920,0.14920
15.67000,-9.83561,-9.83561,-0.62487,-0.62487
15.69000,-9.84817,-9.84817,-0.95011,-0.95011
15.71000,-9.86072,-9.86072,-0.81271,-0.81271
15.73000,-9.87327,-9.87327,-0.26711,-0.26711
15.75000,-9.88583,-9.88583,0.57693,0.57693
15.77000,-9.89838,-9.89838,1.57599,1.57599
15.79000,-9.91093,-9.91093,2.57878,2.57878
15.81000,-9.92349,-9.92349,3.45417,3.45417
15.83000,141.67483,141.67483,4.10781,4.10781
15.85000,-9.94859,-9.94859,4.49552,4.49552
15.87000,-9.96115,-9.96115,4.62056,4.62056
15.89000,-9.97370,-9.97370,4.52305,4.52305
15.91000,-9.98625,-9.98625,4.25492,4.25492
15.93000,-9.99881,-9.99881,3.86700,3.86700
15.95000,-10.01136,-10.01136,3.38834,3.38834
15.97000,-10.02391,-10.02391,2.83269,2.83269
15.99000,-10.03647,-10.03647,2.18564,2.18564
16.01000,102.38071,102.38071,1.43259,1.43259
16.03000,-10.06157,-10.06157,0.56906,0.56906
16.05000,-10.07413,-10.07413,-0.38723,-0.38723
16.07000,-10.08668,-10.08668,-1.38949,-1.38949
16.09000,-10.09923,-10.09923,-2.37266,-2.37266
16.11000,-10.11179,-10.11179,-3.25699,-3.25699
16.13000,-10.12434,-10.12434,-3.96811,-3.96811
16.15000,-10.13689,-10.13689,-4.45115,-4.45115
16.17000,-10.14945,-10.14945,-4.68142,-4.68142
16.19000,-10.16200,-10.16200,-4.66844,-4.66844
16.21000,-10.17456,-10.17456,-4.45250,-4.45250
16.23000,-10.18711,-10.18711,-4.09502,-4.09502
16.25000,-10.19966,-10.19966,-3.66704,-3.66704
16.27000,-10.21222,-10.21222,-3.22741,-3.22741
16.29000,63.44006,63.44006,-2.82668,-2.82668
16.31000,-10.23732,-10.23732,-2.49042,-2.49042
16.33000,-10.24988,-10.24988,-2.21902,-2.21902
16.35000,-10.26243,-10.26243,-2.01116,-2.01116
16.37000,-10.27498,-10.27498,-1.85289,-1.85289
16.39000,-10.28754,-10.28754,-1.73772,-1.73772
16.41000,-10.30009,-10.30009,-1.66817,-1.66817
16.43000,-10.31264,-10.31264,-1.65482,-1.65482
16.45000,-10.32520,-10.32520,-1.70204,-1.70204
16.47000,74.66529,74.66529,-1.80741,-1.80741
16.49000,-10.35030,-10.35030,-1.94277,-1.94277
16.51000,-10.36286,-10.36286,-2.04856,-2.04856
16.53000,-10.37541,-10.37541,-2.04825,-2.04825
16.55000,-10.38796,-10.38796,-1.84747,-1.84747
16.57000,-10.40052,-10.40052,-1.36127,-1.36127
16.59000,-10.41307,-10.41307,-0.53468,-0.53468
16.61000,-10.42562,-10.42562,0.63828,0.63828
16.63000,-10.43818,-10.43818,2.10445,2.10445
16.65000,-10.45073,-10.45073,3.75391,3.75391
16.67000,-10.46328,-10.46328,5.43602,5.43602
16.69000,-10.47584,-10.47584,6.98593,6.98593
16.71000,-10.48839,-10.48839,8.25474,8.25474
16.73000,204.68136,204.68136,9.14087,9.14087
16.75000,-10.51350,-10.51350,9.59952,9.59952
16.77000,-10.52605,-10.52605,9.65112,9.65112
16.79000,-10.53860,-10.53860,9.35970,9.35970
16.81000,-10.55116,-10.55116,8.81490,8.81490
16.83000,-10.56371,-10.56371,8.10129,8.10129
16.85000,-10.57626,-10.57626,7.27859,7.27859
16.87000,-10.58882,-10.58882,6.37338,6.37338
16.89000,-10.60137,-10.60137,5.38352,5.38352
16.91000,131.31393,131.31393,4.29847,4.29847
16.93000,-10.62648,-10.62648,3.11158,3.11158
16.95000,-10.63903,-10.63903,1.83961,1.83961
16.97000,-10.65159,-10.65159,0.53033,0.53033
16.99000,-10.66414,-10.66414,-0.74403,-0.74403
17.01000,-10.67669,-10.67669,-1.90026,-1.90026
17.03000,-10.68925,-10.68925,-2.86256,-2.86256
17.05000,-10.70180,-10.70180,-3.57969,-3.57969
17.07000,-10.71435,-10.71435,-4.03621,-4.03621
17.09000,-10.72691,-10.72691,-4.25493,-4.25493
17.11000,-10.73946,-10.73946,-4.29066,-4.29066
17.13000,-10.75201,-10.75201,-4.21754,-4.21754
17.15000,-10.76457,-10.76457,-4.11599,-4.11599
17.17000,59.11222,59.11222,-4.04687,-4.04687
17.19000,-10.78967,-10.78967,-4.05835,-4.05835
17.21000,-10.80223,-10.80223,-4.17594,-4.17594
17.23000,-10.81478,-10.81478,-4.39688,-4.39688
17.25000,-10.82733,-10.82733,-4.70327,-4.70327
17.27000,-10.83989,-10.83989,-5.06761,-5.06761
17.29000,-10.85244,-10.85244,-5.45864,-5.45864
17.31000,-10.86499,-10.86499,-5.84438,-5.84438
17.33000,23.74450,23.74450,-6.19383,-6.19383
17.35000,-10.89010,-10.89010,-6.46300,-6.46300
17.37000,-10.90265,-10.90265,-6.61984,-6.61984
17.39000,-10.91521,-10.91521,-6.61779,-6.61779
17.41000,-10.92776,-10.92776,-6.41255,-6.41255
17.43000,-10.94031,-10.94031,-5.96733,-5.96733
17.45000,-10.95287,-10.95287,-5.26177,-5.26177
17.47000,-10.96542,-10.96542,-4.29987,-4.29987
17.49000,-10.97797,-10.97797,-3.11418,-3.11418
17.51000,-10.99053,-10.99053,-1.76408,-1.76408
17.53000,-11.00308,-11.00308,-0.32799,-0.32799
17.55000,-11.01563,-11.01563,1.10906,1.10906
17.57000,-11.02819,-11.02819,2.46889,2.46889
17.59000,125.40042,125.40042,3.68977,3.68977
17.61000,-11.05330,-11.05330,4.73601,4.73601
17.63000,-11.06585,-11.06585,5.58287,5.58287
17.65000,-11.07840,-11.07840,6.21936,6.21936
17.67000,-11.09096,-11.09096,6.63227,6.63227
17.69000,-11.10351,-11.10351,6.80010,6.80010
17.71000,-11.11606,-11.11606,6.69329,6.69329
17.73000,-11.12862,-11.12862,6.28263,6.28263
17.75000,157.87292,157.87292,5.55271,5.55271
17.77000,-11.15372,-11.15372,4.52251,4.52251
17.79000,-11.16628,-11.16628,3.23856,3.23856
17.81000,-11.17883,-11.17883,1.79335,1.79335
17.83000,-11.19138,-11.19138,0.30535,0.30535
17.85000,-11.20394,-11.20394,-1.09673,-1.09673
17.87000,-11.21649,-11.21649,-2.29449,-2.29449
17.89000,-11.22904,-11.22904,-3.19748,-3.19748
17.91000,-11.24160,-11.24160,-3.75379,-3.75379
17.93000,-11.25415,-11.25415,-3.95158,-3.95158
17.95000,-11.26670,-11.26670,-3.81271,-3.81271
17.97000,-11.27926,-11.27926,-3.38143,-3.38143
17.99000,-11.29181,-11.29181,-2.71276,-2.71276
18.01000,55.32529,55.32529,-1.86231,-1.86231
18.03000,-11.31692,-11.31692,-0.88609,-0.88609
18.05000,-11.32947,-11.32947,0.15660,0.15660
18.07000,-11.34202,-11.34202,1.20195,1.20195
18.09000,-11.35458,-11.35458,2.17623,2.17623
18.11000,-11.36713,-11.36713,2.99773,2.99773
18.13000,-11.37968,-11.37968,3.58569,3.58569
18.15000,-11.39224,-11.39224,3.87510,3.87510
18.17000,153.70253,153.70253,3.83322,3.83322
18.19000,-11.41734,-11.41734,3.47683,3.47683
18.21000,-11.42990,-11.42990,2.86658,2.86658
18.23000,-11.44245,-11.44245,2.10876,2.10876
18.25000,-11.45500,-11.45500,1.33280,1.33280
18.27000,-11.46756,-11.46756,0.66525,0.66525
18.29000,-11.48011,-11.48011,0.20342,0.20342
18.31000,-11.49267,-11.49267,-0.00453,-0.00453
18.33000,-11.50522,-11.50522,0.03228,0.03228
18.35000,-11.51777,-11.51777,0.25274,0.25274
18.37000,-11.53033,-11.53033,0.56079,0.56079
18.39000,-11.54288,-11.54288,0.84886,0.84886
18.41000,118.80850,118.80850,1.02201,1.02201
18.43000,-11.56799,-11.56799,1.01295,1.01295
18.45000,-11.58054,-11.58054,0.79544,0.79544
18.47000,-11.59309,-11.59309,0.37431,0.37431
18.49000,-11.60565,-11.60565,-0.21926,-0.21926
18.51000,-11.61820,-11.61820,-0.94276,-0.94276
18.53000,-11.63075,-11.63075,-1.75397,-1.75397
18.55000,-11.64331,-11.64331,-2.61447,-2.61447
18.57000,52.96450,52.96450,-3.50050,-3.50050
18.59000,-11.66841,-11.66841,-4.38943,-4.38943
18.61000,-11.68097,-11.68097,-5.25263,-5.25263
18.63000,-11.69352,-11.69352,-6.06559,-6.06559
18.65000,-11.70607,-11.70607,-6.79398,-6.79398
18.67000,-11.71863,-11.71863,-7.39976,-7.39976
18.69000,-11.73118,-11.73118,-7.84503,-7.84503
18.71000,-11.74373,-11.74373,-8.09658,-8.09658
18.73000,-11.75629,-11.75629,-8.12979,-8.12979
18.75000,-11.76884,-11.76884,-7.93140,-7.93140
18.77000,-11.78139,-11.78139,-7.50142,-7.50142
18.79000,-11.79395,-11.79395,-6.85493,-6.85493
18.81000,9.45878,9.45878,-6.01821,-6.01821
18.83000,-11.81905,-11.81905,-5.04865,-5.04865
18.85000,-11.83161,-11.83161,-4.00689,-4.00689
18.87000,-11.84416,-11.84416,-2.97759,-2.97759
18.89000,-11.85671,-11.85671,-2.04867,-2.04867
18.91000,-11.86927,-11.86927,-1.30180,-1.30180
18.93000,-11.88182,-11.88182,-0.79642,-0.79642
18.95000,114.75470,114.75470,-0.55095,-0.55095
18.97000,-11.90693,-11.90693,-0.54146,-0.54146
18.99000,-11.91948,-11.91948,-0.68865,-0.68865
19.01000,-11.93204,-11.93204,-0.87001,-0.87001
19.03000,-11.94459,-11.94459,-0.94403,-0.94403
19.05000,-11.95714,-11.95714,-0.77218,-0.77218
19.07000,-11.96970,-11.96970,-0.24924,-0.24924
19.09000,-11.98225,-11.98225,0.67265,0.67265
19.11000,-11.99480,-11.99480,1.97044,1.97044
19.13000,-12.00736,-12.00736,3.55060,3.55060
19.15000,-12.01991,-12.01991,5.26390,5.26390
19.17000,-12.03246,-12.03246,6.93135,6.93135
19.19000,-12.04502,-12.04502,8.37667,8.37667
19.21000,206.57856,206.57856,9.45030,9.45030
19.23000,-12.07012,-12.07012,10.05499,10.05499
19.25000,-12.08268,-12.08268,10.15138,10.15138
19.27000,-12.09523,-12.09523,9.75238,9.75238
19.29000,-12.10778,-12.10778,8.91201,8.91201
19.31000,-12.12034,-12.12034,7.70902,7.70902
19.33000,-12.13289,-12.13289,6.23559,6.23559
19.35000,111.88556,111.88556,4.58171,4.58171
19.37000,-12.15800,-12.15800,2.83892,2.83892
19.39000,-12.17055,-12.17055,1.10157,1.10157
19.41000,-12.18310,-12.18310,-0.54499,-0.54499
19.43000,-12.19566,-12.19566,-2.01812,-2.01812
19.45000,-12.20821,-12.20821,-3.24746,-3.24746
19.47000,-12.22076,-12.22076,-4.18264,-4.18264
19.49000,-12.23332,-12.23332,-4.79969,-4.79969
19.51000,-12.24587,-12.24587,-5.10393,-5.10393
19.53000,-12.25842,-12.25842,-5.12791,-5.12791
19.55000,-12.27098,-12.27098,-4.91877,-4.91877
19.57000,-12.28353,-12.28353,-4.54781,-4.54781
19.59000,48.95966,48.95966,-4.07854,-4.07854
19.61000,-12.30864,-12.30864,-3.57229,-3.57229
19.63000,-12.32119,-12.32119,-3.08294,-3.08294
19.65000,-12.33375,-12.33375,-2.64196,-2.64196
19.67000,-12.34630,-12.34630,-2.27667,-2.27667
19.69000,-12.35885,-12.35885,-1.99024,-1.99024
19.71000,-12.37141,-12.37141,-1.76403,-1.76403
19.73000,78.84767,78.84767,-1.55558,-1.55558
19.75000,-12.39651,-12.39651,-1.30052,-1.30052
19.77000,-12.40907,-12.40907,-0.92240,-0.92240
19.79000,-12.42162,-12.42162,-0.34150,-0.34150
19.81000,-12.43417,-12.43417,0.49256,0.49256
19.83000,-12.44673,-12.44673,1.58900,1.58900
19.85000,-12.45928,-12.45928,2.89690,2.89690
19.87000,-12.47183,-12.47183,4.30131,4.30131
19.89000,-12.48439,-12.48439,5.63458,5.63458
19.91000,-12.49694,-12.49694,6.70234,6.70234
19.93000,-12.50949,-12.50949,7.31914,7.31914
19.95000,228.07946,228.07946,7.34513,7.34513
19.97000,-12.53460,-12.53460,6.71463,6.71463
19.99000,-12.54715,-12.54715,5.44927,5.44927
