r,Bi-Bi,Total
18.57000,127.31482,127.31482
18.59000,134.72223,134.72223
18.61000,139.35185,139.35185
18.63000,124.53704,124.53704
18.65000,113.88889,113.88889
18.67000,124.07408,124.07408
18.69000,100.00000,100.00000
18.71000,137.03704,137.03704
18.73000,127.77778,127.77778
18.75000,118.05556,118.05556
18.77000,131.94445,131.94445
18.79000,127.77778,127.77778
18.81000,118.05556,118.05556
18.83000,125.46297,125.46297
18.85000,125.46297,125.46297
18.87000,127.31482,127.31482
18.89000,133.79630,133.79630
18.91000,122.68519,122.68519
18.93000,130.55556,130.55556
18.95000,128.24074,128.24074
18.97000,128.70371,128.70371
18.99000,127.31482,127.31482
19.01000,130.09260,130.09260
19.03000,145.37037,145.37037
19.05000,137.03704,137.03704
19.07000,128.70371,128.70371
19.09000,134.25926,134.25926
19.11000,136.11111,136.11111
19.13000,126.38889,126.38889
19.15000,131.01852,131.01852
19.17000,132.40741,132.40741
19.19000,131.01852,131.01852
19.21000,140.27778,140.27778
19.23000,137.03704,137.03704
19.25000,130.09260,130.09260
19.27000,133.79630,133.79630
19.29000,138.42593,138.42593
19.31000,134.72223,134.72223
19.33000,122.22222,122.22222
19.35000,132.40741,132.40741
19.37000,145.83334,145.83334
19.39000,142.59260,142.59260
19.41000,134.72223,134.72223
19.43000,135.64815,135.64815
19.45000,128.70371,128.70371
19.47000,134.72223,134.72223
19.49000,137.96297,137.96297
19.51000,127.31482,127.31482
19.53000,146.75926,146.75926
19.55000,146.29630,146.29630
19.57000,136.11111,136.11111
19.59000,131.48148,131.48148
19.61000,130.09260,130.09260
19.63000,125.46297,125.46297
19.65000,131.48148,131.48148
19.67000,150.92593,150.92593
19.69000,131.48148,131.48148
19.71000,134.25926,134.25926
19.73000,142.59260,142.59260
19.75000,131.01852,131.01852
19.77000,143.98148,143.98148
19.79000,122.22222,122.22222
19.81000,151.85186,151.85186
19.83000,142.59260,142.59260
19.85000,145.37037,145.37037
19.87000,140.27778,140.27778
19.89000,139.35185,139.35185
19.91000,145.83334,145.83334
19.93000,124.53704,124.53704
19.95000,137.03704,137.03704
19.97000,127.77778,127.77778
19.99000,143.05556,143.05556
