r,Bi-Bi,Total
17.21000,-0.41278,-0.41278
17.23000,0.54049,0.54049
17.25000,0.04225,0.04225
17.27000,0.18853,0.18853
17.29000,0.06669,0.06669
17.31000,-0.42933,-0.42933
17.33000,-0.68378,-0.68378
17.35000,-0.21720,-0.21720
17.37000,-0.12486,-0.12486
17.39000,0.49970,0.49970
17.41000,0.19210,0.19210
17.43000,-0.00857,-0.00857
17.45000,0.08305,0.08305
17.47000,0.28044,0.28044
17.49000,0.21266,0.21266
17.51000,0.54161,0.54161
17.53000,-0.16018,-0.16018
17.55000,-0.01623,-0.01623
17.57000,0.41721,0.41721
17.59000,-0.25578,-0.25578
17.61000,-0.11227,-0.11227
17.63000,0.24098,0.24098
17.65000,-0.53449,-0.53449
17.67000,-0.15539,-0.15539
17.69000,0.66773,0.66773
17.71000,-0.18406,-0.18406
17.73000,0.16719,0.16719
17.75000,0.10032,0.10032
17.77000,0.16385,0.16385
17.79000,-0.26724,-0.26724
17.81000,-0.56739,-0.56739
17.83000,-0.29566,-0.29566
17.85000,-0.07642,-0.07642
17.87000,0.71227,0.71227
17.89000,-0.38993,-0.38993
17.91000,-0.06797,-0.06797
17.93000,-0.21152,-0.21152
17.95000,0.31583,0.31583
17.97000,0.32672,0.32672
17.99000,-0.35726,-0.35726
18.01000,0.06562,0.06562
18.03000,-0.20575,-0.20575
18.05000,0.29294,0.29294
18.07000,0.09875,0.09875
18.09000,-0.17180,-0.17180
18.11000,-0.16056,-0.16056
18.13000,0.13153,0.13153
18.15000,-0.26575,-0.26575
18.17000,-0.20354,-0.20354
18.19000,-0.09058,-0.09058
18.21000,-0.81686,-0.81686
18.23000,0.05837,0.05837
18.25000,-0.61578,-0.61578
18.27000,-0.80700,-0.80700
18.29000,0.11592,0.11592
18.31000,-0.58142,-0.58142
18.33000,-0.64582,-0.64582
18.35000,0.37478,0.37478
18.37000,-0.16939,-0.16939
18.39000,-0.10820,-0.10820
18.41000,-0.55011,-0.55011
18.43000,0.41565,0.41565
18.45000,-0.40229,-0.40229
18.47000,0.51106,0.51106
18.49000,0.47095,0.47095
18.51000,-0.21939,-0.21939
18.53000,0.01617,0.01617
18.55000,0.12642,0.12642
18.57000,0.11177,0.11177
18.59000,0.49559,0.49559
18.61000,0.72931,0.72931
18.63000,-0.08120,-0.08120
18.65000,-0.66658,-0.66658
18.67000,-0.13485,-0.13485
18.69000,-1.43730,-1.43730
18.71000,0.52925,0.52925
18.73000,0.01981,0.01981
18.75000,-0.51325,-0.51325
18.77000,0.21273,0.21273
18.79000,-0.02376,-0.02376
18.81000,-0.55512,-0.55512
18.83000,-0.17567,-0.17567
18.85000,-0.19000,-0.19000
18.87000,-0.10618,-0.10618
18.89000,0.22253,0.22253
18.91000,-0.37980,-0.37980
18.93000,0.02184,0.02184
18.95000,-0.11486,-0.11486
18.97000,-0.10485,-0.10485
18.99000,-0.19240,-0.19240
19.01000,-0.06059,-0.06059
19.03000,0.72778,0.72778
19.05000,0.27505,0.27505
19.07000,-0.17674,-0.17674
19.09000,0.09994,0.09994
19.11000,0.18222,0.18222
19.13000,-0.34071,-0.34071
19.15000,-0.11311,-0.11311
19.17000,-0.05507,-0.05507
19.19000,-0.14190,-0.14190
19.21000,0.32573,0.32573
19.23000,0.14234,0.14234
19.25000,-0.23307,-0.23307
19.27000,-0.05515,-0.05515
19.29000,0.17039,0.17039
19.31000,-0.03611,-0.03611
19.33000,-0.69726,-0.69726
19.35000,-0.18469,-0.18469
19.37000,0.49411,0.49411
19.39000,0.31195,0.31195
19.41000,-0.10837,-0.10837
19.43000,-0.07513,-0.07513
19.45000,-0.44661,-0.44661
19.47000,-0.15155,-0.15155
19.49000,0.00036,0.00036
19.51000,-0.55994,-0.55994
19.53000,0.42174,0.42174
19.55000,0.38310,0.38310
19.57000,-0.15226,-0.15226
19.59000,-0.40295,-0.40295
19.61000,-0.48788,-0.48788
19.63000,-0.73775,-0.73775
19.65000,-0.44523,-0.44523
19.67000,0.52923,0.52923
19.69000,-0.47335,-0.47335
19.71000,-0.34646,-0.34646
19.73000,0.06174,0.06174
19.75000,-0.53887,-0.53887
19.77000,0.10284,0.10284
19.79000,-1.01129,-1.01129
19.81000,0.47091,0.47091
19.83000,-0.01102,-0.01102
19.85000,0.11441,0.11441
19.87000,-0.15652,-0.15652
19.89000,-0.21744,-0.21744
19.91000,0.09380,0.09380
19.93000,-0.98937,-0.98937
19.95000,-0.37633,-0.37633
19.97000,-0.85413,-0.85413
19.99000,-0.10352,-0.10352
